"agent","task","method","result","metric"
"REACTOR","Robotank","REACTOR hs",63.7,"score"
"REACTOR","Seaquest","REACTOR hs",10694,"score"
"REACTOR","Skiing","REACTOR hs",-11809.5,"score"
"REACTOR","Solaris","REACTOR hs",1740.7,"score"
"REACTOR","Space Invaders","REACTOR hs",2010.2,"score"
"REACTOR","Star Gunner","REACTOR hs",67384.5,"score"
"REACTOR","Surround","REACTOR hs",5.1,"score"
"REACTOR","Tennis","REACTOR hs",22.1,"score"
"REACTOR","Time Pilot","REACTOR hs",17205,"score"
"REACTOR","Tutankham","REACTOR hs",164.6,"score"
"REACTOR","Up and Down","REACTOR hs",48148.6,"score"
"REACTOR","Venture","REACTOR hs",782,"score"
"REACTOR","Video Pinball","REACTOR hs",484384.2,"score"
"REACTOR","Wizard of Wor","REACTOR hs",10995,"score"
"REACTOR","Yars Revenge","REACTOR hs",82113.5,"score"
"REACTOR","Zaxxon","REACTOR hs",20644,"score"
"REACTOR-ND","Alien","REACTOR ND hs",924.1,"score"
"REACTOR-ND","Amidar","REACTOR ND hs",174.8,"score"
"REACTOR-ND","Assault","REACTOR ND hs",15041.2,"score"
"REACTOR-ND","Asterix","REACTOR ND hs",7269.8,"score"
"REACTOR-ND","Asteroids","REACTOR ND hs",3764.4,"score"
"REACTOR-ND","Atlantis","REACTOR ND hs",897803.5,"score"
"REACTOR-ND","Bank Heist","REACTOR ND hs",852.8,"score"
"REACTOR-ND","Battle Zone","REACTOR ND hs",84985,"score"
"REACTOR-ND","Beam Rider","REACTOR ND hs",9298.9,"score"
"REACTOR-ND","Berzerk","REACTOR ND hs",1221.3,"score"
"REACTOR-ND","Bowling","REACTOR ND hs",63.7,"score"
"REACTOR-ND","Boxing","REACTOR ND hs",60.2,"score"
"REACTOR-ND","Breakout","REACTOR ND hs",459,"score"
"REACTOR-ND","Centipede","REACTOR ND hs",3974.5,"score"
"REACTOR-ND","Chopper Command","REACTOR ND hs",17312,"score"
"REACTOR-ND","Crazy Climber","REACTOR ND hs",151295,"score"
"REACTOR-ND","Defender","REACTOR ND hs",162327.5,"score"
"REACTOR-ND","Demon Attack","REACTOR ND hs",120682.2,"score"
"REACTOR-ND","Double Dunk","REACTOR ND hs",22.2,"score"
"REACTOR-ND","Enduro","REACTOR ND hs",2054.3,"score"
"REACTOR-ND","Fishing Derby","REACTOR ND hs",23.2,"score"
"REACTOR-ND","Freeway","REACTOR ND hs",19.4,"score"
"REACTOR-ND","Frostbite","REACTOR ND hs",3497.8,"score"
"REACTOR-ND","Gopher","REACTOR ND hs",36286.2,"score"
"REACTOR-ND","Gravitar","REACTOR ND hs",544,"score"
"REACTOR-ND","HERO","REACTOR ND hs",22673.3,"score"
"REACTOR-ND","Ice Hockey","REACTOR ND hs",11.1,"score"
"REACTOR-ND","James Bond","REACTOR ND hs",12655.3,"score"
"REACTOR-ND","Kangaroo","REACTOR ND hs",9111,"score"
"REACTOR-ND","Krull","REACTOR ND hs",7450.1,"score"
"REACTOR-ND","Kung-Fu Master","REACTOR ND hs",48781.5,"score"
"REACTOR-ND","Montezuma Revenge","REACTOR ND hs",45,"score"
"REACTOR-ND","Ms. Pacman","REACTOR ND hs",1102.4,"score"
"REACTOR-ND","Name This Game","REACTOR ND hs",11359.7,"score"
"REACTOR-ND","Phoenix","REACTOR ND hs",8650.4,"score"
"REACTOR-ND","Pitfall!","REACTOR ND hs",-99.2,"score"
"REACTOR-ND","Pong","REACTOR ND hs",18.5,"score"
"REACTOR-ND","Private Eye","REACTOR ND hs",5638.1,"score"
"REACTOR-ND","Q*Bert","REACTOR ND hs",18117.8,"score"
"REACTOR-ND","River Raid","REACTOR ND hs",12074,"score"
"REACTOR-ND","Road Runner","REACTOR ND hs",58568.5,"score"
"REACTOR-ND","Robotank","REACTOR ND hs",67.1,"score"
"REACTOR-ND","Seaquest","REACTOR ND hs",3802.3,"score"
"REACTOR-ND","Skiing","REACTOR ND hs",-9461.8,"score"
"REACTOR-ND","Solaris","REACTOR ND hs",2000.1,"score"
"REACTOR-ND","Space Invaders","REACTOR ND hs",1240.9,"score"
"REACTOR-ND","Star Gunner","REACTOR ND hs",47532,"score"
"REACTOR-ND","Surround","REACTOR ND hs",0.3,"score"
"REACTOR-ND","Tennis","REACTOR ND hs",22.5,"score"
"REACTOR-ND","Time Pilot","REACTOR ND hs",15860.5,"score"
"REACTOR-ND","Tutankham","REACTOR ND hs",162.3,"score"
"REACTOR-ND","Up and Down","REACTOR ND hs",123798.7,"score"
"REACTOR-ND","Venture","REACTOR ND hs",26,"score"
"REACTOR-ND","Video Pinball","REACTOR ND hs",273249,"score"
"REACTOR-ND","Wizard of Wor","REACTOR ND hs",15265.5,"score"
"REACTOR-ND","Yars Revenge","REACTOR ND hs",87928.9,"score"
"REACTOR-ND","Zaxxon","REACTOR ND hs",14155.5,"score"
"REACTOR-ND","Alien","REACTOR ND noop",4199.4,"score"
"REACTOR-ND","Amidar","REACTOR ND noop",1546.8,"score"
"REACTOR-ND","Assault","REACTOR ND noop",17543.8,"score"
"REACTOR-ND","Asterix","REACTOR ND noop",16121,"score"
"REACTOR-ND","Asteroids","REACTOR ND noop",4467.4,"score"
"REACTOR-ND","Atlantis","REACTOR ND noop",968179.5,"score"
"REACTOR-ND","Bank Heist","REACTOR ND noop",1236.8,"score"
"REACTOR-ND","Battle Zone","REACTOR ND noop",98235,"score"
"REACTOR-ND","Beam Rider","REACTOR ND noop",8811.8,"score"
"REACTOR-ND","Berzerk","REACTOR ND noop",1515.7,"score"
"REACTOR-ND","Bowling","REACTOR ND noop",59.3,"score"
"REACTOR-ND","Boxing","REACTOR ND noop",99.7,"score"
"REACTOR-ND","Breakout","REACTOR ND noop",509.5,"score"
"REACTOR-ND","Centipede","REACTOR ND noop",7267.2,"score"
"REACTOR-ND","Chopper Command","REACTOR ND noop",19901.5,"score"
"REACTOR-ND","Crazy Climber","REACTOR ND noop",173274,"score"
"REACTOR-ND","Defender","REACTOR ND noop",181074.3,"score"
"REACTOR-ND","Demon Attack","REACTOR ND noop",122782.5,"score"
"REACTOR-ND","Double Dunk","REACTOR ND noop",23,"score"
"REACTOR-ND","Enduro","REACTOR ND noop",2211.3,"score"
"REACTOR-ND","Fishing Derby","REACTOR ND noop",33.1,"score"
"REACTOR-ND","Freeway","REACTOR ND noop",22.3,"score"
"REACTOR-ND","Frostbite","REACTOR ND noop",7136.7,"score"
"REACTOR-ND","Gopher","REACTOR ND noop",36279.1,"score"
"REACTOR-ND","Gravitar","REACTOR ND noop",1804.8,"score"
"REACTOR-ND","HERO","REACTOR ND noop",27833,"score"
"REACTOR-ND","Ice Hockey","REACTOR ND noop",15.7,"score"
"REACTOR-ND","James Bond","REACTOR ND noop",14524,"score"
"REACTOR-ND","Kangaroo","REACTOR ND noop",13349,"score"
"REACTOR-ND","Krull","REACTOR ND noop",10237.8,"score"
"REACTOR-ND","Kung-Fu Master","REACTOR ND noop",61621.5,"score"
"REACTOR-ND","Montezuma Revenge","REACTOR ND noop",0,"score"
"REACTOR-ND","Ms. Pacman","REACTOR ND noop",4416.9,"score"
"REACTOR-ND","Name This Game","REACTOR ND noop",12636.5,"score"
"REACTOR-ND","Phoenix","REACTOR ND noop",10261.4,"score"
"REACTOR-ND","Pitfall!","REACTOR ND noop",-3.7,"score"
"REACTOR-ND","Pong","REACTOR ND noop",20.7,"score"
"REACTOR-ND","Private Eye","REACTOR ND noop",15198,"score"
"REACTOR-ND","Q*Bert","REACTOR ND noop",21222.5,"score"
"REACTOR-ND","River Raid","REACTOR ND noop",16957.3,"score"
"REACTOR-ND","Road Runner","REACTOR ND noop",66790.5,"score"
"REACTOR-ND","Robotank","REACTOR ND noop",71.8,"score"
"REACTOR-ND","Seaquest","REACTOR ND noop",5071.6,"score"
"REACTOR-ND","Skiing","REACTOR ND noop",-10632.9,"score"
"REACTOR-ND","Solaris","REACTOR ND noop",2236,"score"
"REACTOR-ND","Space Invaders","REACTOR ND noop",2387.1,"score"
"REACTOR-ND","Star Gunner","REACTOR ND noop",48942,"score"
"REACTOR-ND","Surround","REACTOR ND noop",0.9,"score"
"REACTOR-ND","Tennis","REACTOR ND noop",23.4,"score"
"REACTOR-ND","Time Pilot","REACTOR ND noop",18871.5,"score"
"REACTOR-ND","Tutankham","REACTOR ND noop",263.2,"score"
"REACTOR-ND","Up and Down","REACTOR ND noop",194989.5,"score"
"REACTOR-ND","Venture","REACTOR ND noop",0,"score"
"REACTOR-ND","Video Pinball","REACTOR ND noop",261720.2,"score"
"REACTOR-ND","Wizard of Wor","REACTOR ND noop",18484,"score"
"REACTOR-ND","Yars Revenge","REACTOR ND noop",109607.5,"score"
"REACTOR-ND","Zaxxon","REACTOR ND noop",16525,"score"
"REACTOR","Alien","REACTOR noop",6482.1,"score"
"REACTOR","Amidar","REACTOR noop",833,"score"
"REACTOR","Assault","REACTOR noop",11013.5,"score"
"REACTOR","Asterix","REACTOR noop",36238.5,"score"
"REACTOR","Asteroids","REACTOR noop",2780.4,"score"
"REACTOR","Atlantis","REACTOR noop",308258,"score"
"REACTOR","Bank Heist","REACTOR noop",988.7,"score"
"REACTOR","Battle Zone","REACTOR noop",61220,"score"
"REACTOR","Beam Rider","REACTOR noop",8566.5,"score"
"REACTOR","Berzerk","REACTOR noop",1641.4,"score"
"REACTOR","Bowling","REACTOR noop",75.4,"score"
"REACTOR","Boxing","REACTOR noop",99.4,"score"
"REACTOR","Breakout","REACTOR noop",518.4,"score"
"REACTOR","Centipede","REACTOR noop",3402.8,"score"
"REACTOR","Chopper Command","REACTOR noop",37568,"score"
"REACTOR","Crazy Climber","REACTOR noop",194347,"score"
"REACTOR","Defender","REACTOR noop",113128,"score"
"REACTOR","Demon Attack","REACTOR noop",100189,"score"
"REACTOR","Double Dunk","REACTOR noop",11.4,"score"
"REACTOR","Enduro","REACTOR noop",2230.1,"score"
"REACTOR","Fishing Derby","REACTOR noop",23.2,"score"
"REACTOR","Freeway","REACTOR noop",31.4,"score"
"REACTOR","Frostbite","REACTOR noop",8042.1,"score"
"REACTOR","Gopher","REACTOR noop",69135.1,"score"
"REACTOR","Gravitar","REACTOR noop",1073.8,"score"
"REACTOR","HERO","REACTOR noop",35542.2,"score"
"REACTOR","Ice Hockey","REACTOR noop",3.4,"score"
"REACTOR","James Bond","REACTOR noop",7869.2,"score"
"REACTOR","Kangaroo","REACTOR noop",10484.5,"score"
"REACTOR","Krull","REACTOR noop",9930.8,"score"
"REACTOR","Kung-Fu Master","REACTOR noop",59799.5,"score"
"REACTOR","Montezuma Revenge","REACTOR noop",2643.5,"score"
"REACTOR","Ms. Pacman","REACTOR noop",2724.3,"score"
"REACTOR","Name This Game","REACTOR noop",9907.2,"score"
"REACTOR","Phoenix","REACTOR noop",40092.2,"score"
"REACTOR","Pitfall!","REACTOR noop",-3.5,"score"
"REACTOR","Pong","REACTOR noop",20.7,"score"
"REACTOR","Private Eye","REACTOR noop",15177.1,"score"
"REACTOR","Q*Bert","REACTOR noop",22956.5,"score"
"REACTOR","River Raid","REACTOR noop",16608.3,"score"
"REACTOR","Road Runner","REACTOR noop",71168,"score"
"REACTOR","Robotank","REACTOR noop",68.5,"score"
"REACTOR","Seaquest","REACTOR noop",8425.8,"score"
"REACTOR","Skiing","REACTOR noop",-10753.4,"score"
"REACTOR","Solaris","REACTOR noop",2760,"score"
"REACTOR","Space Invaders","REACTOR noop",2448.6,"score"
"REACTOR","Star Gunner","REACTOR noop",70038,"score"
"REACTOR","Surround","REACTOR noop",6.7,"score"
"REACTOR","Tennis","REACTOR noop",23.3,"score"
"REACTOR","Time Pilot","REACTOR noop",19401,"score"
"REACTOR","Tutankham","REACTOR noop",272.6,"score"
"REACTOR","Up and Down","REACTOR noop",64354.2,"score"
"REACTOR","Venture","REACTOR noop",1597.5,"score"
"REACTOR","Video Pinball","REACTOR noop",469366,"score"
"REACTOR","Wizard of Wor","REACTOR noop",13170.5,"score"
"REACTOR","Yars Revenge","REACTOR noop",102760,"score"
"REACTOR","Zaxxon","REACTOR noop",25215.5,"score"
"SARSA","Alien","SARSA",103.2,"score"
"SARSA","Amidar","SARSA",183.6,"score"
"SARSA","Assault","SARSA",537,"score"
"SARSA","Asterix","SARSA",1332,"score"
"SARSA","Asteroids","SARSA",89,"score"
"SARSA","Atlantis","SARSA",852.9,"score"
"SARSA","Bank Heist","SARSA",67.4,"score"
"SARSA","Battle Zone","SARSA",16.2,"score"
"SARSA","Beam Rider","SARSA",1743,"score"
"SARSA","Bowling","SARSA",36.4,"score"
"SARSA","Boxing","SARSA",9.8,"score"
"SARSA","Breakout","SARSA",6.1,"score"
"SARSA","Centipede","SARSA",4647,"score"
"SARSA","Chopper Command","SARSA",16.9,"score"
"SARSA","Crazy Climber","SARSA",149.8,"score"
"SARSA","Demon Attack","SARSA",0,"score"
"SARSA","Double Dunk","SARSA",-16,"score"
"SARSA","Enduro","SARSA",159.4,"score"
"SARSA","Fishing Derby","SARSA",-85.1,"score"
"SARSA","Freeway","SARSA",19.7,"score"
"SARSA","Frostbite","SARSA",180.9,"score"
"SARSA","Gopher","SARSA",2368,"score"
"SARSA","Gravitar","SARSA",429,"score"
"SARSA","HERO","SARSA",7295,"score"
"SARSA","Ice Hockey","SARSA",-3.2,"score"
"SARSA","James Bond","SARSA",354.1,"score"
"SARSA","Kangaroo","SARSA",8.8,"score"
"SARSA","Krull","SARSA",3341,"score"
"SARSA","Kung-Fu Master","SARSA",29151,"score"
"SARSA","Montezuma Revenge","SARSA",259,"score"
"SARSA","Ms. Pacman","SARSA",1227,"score"
"SARSA","Name This Game","SARSA",2247,"score"
"SARSA","Pong","SARSA",-17.4,"score"
"SARSA","Private Eye","SARSA",86,"score"
"SARSA","Q*Bert","SARSA",960.3,"score"
"SARSA","River Raid","SARSA",2650,"score"
"SARSA","Road Runner","SARSA",89.1,"score"
"SARSA","Robotank","SARSA",12.4,"score"
"SARSA","Seaquest","SARSA",675.5,"score"
"SARSA","Space Invaders","SARSA",267.9,"score"
"SARSA","Star Gunner","SARSA",9.4,"score"
"SARSA","Tennis","SARSA",0,"score"
"SARSA","Time Pilot","SARSA",24.9,"score"
"SARSA","Tutankham","SARSA",98.2,"score"
"SARSA","Up and Down","SARSA",2449,"score"
"SARSA","Venture","SARSA",0.6,"score"
"SARSA","Video Pinball","SARSA",19761,"score"
"SARSA","Wizard of Wor","SARSA",36.9,"score"
"SARSA","Zaxxon","SARSA",21.4,"score"
"SARSA-e","Freeway","SARSA-e",29.9,"score"
"SARSA-e","Frostbite","SARSA-e",1394.3,"score"
"SARSA-e","Montezuma Revenge","SARSA-e",399.5,"score"
"SARSA-e","Q*Bert","SARSA-e",3895.3,"score"
"SARSA-e","Venture","SARSA-e",0,"score"
"Sarsa-f-EB","Freeway","SARSA-f-EB",0,"score"
"Sarsa-f-EB","Frostbite","SARSA-f-EB",2770.1,"score"
"Sarsa-f-EB","Montezuma Revenge","SARSA-f-EB",2745.4,"score"
"Sarsa-f-EB","Q*Bert","SARSA-f-EB",4111.8,"score"
"Sarsa-f-EB","Venture","SARSA-f-EB",1169.2,"score"
"TRPO-hash","Freeway","TRPO-hash",34,"score"
"TRPO-hash","Frostbite","TRPO-hash",5214,"score"
"TRPO-hash","Montezuma Revenge","TRPO-hash",75,"score"
"TRPO-hash","Venture","TRPO-hash",445,"score"
"TRPO-hash","Gravitar","TRPO-hash",412,"score"
"TRPO-hash","Solaris","TRPO-hash",4467,"score"
